Warehouse,Shipment,Calls,Category_Calls,Rating,Satisfactions,Cost,Purchase,Category_Purchase,Importance,Gender,Discount,Category_Discount,Weight,Category_Weight,Late
F,Flight,4,2 - 4 (Rendah),4,satisfied,221,4,Often,medium,M,14,> 7 (High),2932,1333 - 4149 (Medium),1
A,Flight,3,2 - 4 (Rendah),2,neutral or dissatisfied,149,2,Seldom,medium,M,37,> 7 (High),1699,1333 - 4149 (Medium),1
B,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,273,5,Often,medium,F,6,4 - 7 (Medium),2126,1333 - 4149 (Medium),1
C,Flight,5,> 4 (Tinggi),1,neutral or dissatisfied,253,5,Often,low,M,31,> 7 (High),3836,1333 - 4149 (Medium),1
F,Flight,3,2 - 4 (Rendah),5,satisfied,102,6,Often,medium,M,3,0 - 3 (Low),1341,1333 - 4149 (Medium),1
D,Flight,4,2 - 4 (Rendah),1,neutral or dissatisfied,258,2,Seldom,low,F,56,> 7 (High),3186,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,273,2,Seldom,low,F,9,> 7 (High),3383,1333 - 4149 (Medium),1
A,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,187,2,Seldom,low,M,54,> 7 (High),2191,1333 - 4149 (Medium),1
B,Flight,5,> 4 (Tinggi),1,neutral or dissatisfied,151,2,Seldom,medium,F,30,> 7 (High),1377,1333 - 4149 (Medium),1
C,Ship,2,2 - 4 (Rendah),4,satisfied,120,2,Seldom,medium,M,13,> 7 (High),1240,0 - 1332 (Small),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,254,2,Seldom,low,M,56,> 7 (High),3463,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,149,3,Seldom,medium,F,43,> 7 (High),1005,0 - 1332 (Small),1
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,152,3,Seldom,high,M,26,> 7 (High),1464,1333 - 4149 (Medium),1
A,Ship,5,> 4 (Tinggi),4,satisfied,187,3,Seldom,low,F,53,> 7 (High),3172,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),4,satisfied,170,2,Seldom,low,M,34,> 7 (High),1512,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,156,3,Seldom,high,F,20,> 7 (High),1305,0 - 1332 (Small),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,228,2,Seldom,low,M,63,> 7 (High),3401,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,272,2,Seldom,low,M,51,> 7 (High),2719,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,140,2,Seldom,low,F,6,4 - 7 (Medium),1435,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),5,satisfied,185,2,Seldom,medium,M,27,> 7 (High),3624,1333 - 4149 (Medium),1
B,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,167,3,Seldom,low,F,5,4 - 7 (Medium),1772,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),5,satisfied,244,3,Seldom,low,F,49,> 7 (High),3914,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),4,satisfied,229,6,Often,medium,F,33,> 7 (High),2815,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,273,3,Seldom,medium,F,25,> 7 (High),3717,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,204,3,Seldom,low,M,30,> 7 (High),3774,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,154,3,Seldom,medium,M,10,> 7 (High),1711,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,254,4,Often,low,F,33,> 7 (High),2542,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,151,3,Seldom,low,M,40,> 7 (High),1173,0 - 1332 (Small),1
F,Ship,3,2 - 4 (Rendah),5,satisfied,242,5,Often,medium,F,61,> 7 (High),3688,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),5,satisfied,137,2,Seldom,medium,F,14,> 7 (High),1796,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),4,satisfied,163,2,Seldom,low,F,41,> 7 (High),1634,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,143,3,Seldom,medium,F,16,> 7 (High),1343,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),4,satisfied,196,3,Seldom,low,F,11,> 7 (High),3244,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,264,2,Seldom,low,F,38,> 7 (High),3877,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,217,3,Seldom,medium,M,2,0 - 3 (Low),2692,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,124,3,Seldom,medium,M,59,> 7 (High),1959,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,269,3,Seldom,low,M,61,> 7 (High),3542,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,135,4,Often,medium,M,47,> 7 (High),1840,1333 - 4149 (Medium),1
B,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,192,3,Seldom,high,M,46,> 7 (High),3206,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,274,4,Often,medium,F,42,> 7 (High),2430,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,162,4,Often,low,M,25,> 7 (High),1316,0 - 1332 (Small),1
D,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,158,3,Seldom,low,F,20,> 7 (High),1431,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,225,3,Seldom,medium,M,59,> 7 (High),2270,1333 - 4149 (Medium),1
A,Ship,2,2 - 4 (Rendah),5,satisfied,150,3,Seldom,low,F,16,> 7 (High),1738,1333 - 4149 (Medium),1
B,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,154,5,Often,medium,F,57,> 7 (High),1117,0 - 1332 (Small),1
C,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,181,3,Seldom,medium,M,34,> 7 (High),3306,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),4,satisfied,272,3,Seldom,low,M,44,> 7 (High),2548,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,160,4,Often,medium,M,58,> 7 (High),1496,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),5,satisfied,145,3,Seldom,medium,F,37,> 7 (High),1993,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),4,satisfied,143,5,Often,high,F,5,4 - 7 (Medium),1027,0 - 1332 (Small),1
B,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,201,4,Often,medium,M,59,> 7 (High),2925,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,242,4,Often,low,M,62,> 7 (High),3997,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),4,satisfied,151,2,Seldom,low,F,38,> 7 (High),1001,0 - 1332 (Small),1
D,Ship,4,2 - 4 (Rendah),4,satisfied,199,2,Seldom,medium,M,25,> 7 (High),3705,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,178,3,Seldom,medium,M,9,> 7 (High),1006,0 - 1332 (Small),1
A,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,138,3,Seldom,low,M,49,> 7 (High),1923,1333 - 4149 (Medium),1
B,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,162,4,Often,medium,M,38,> 7 (High),1407,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,154,3,Seldom,low,M,33,> 7 (High),1101,0 - 1332 (Small),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,206,2,Seldom,medium,F,56,> 7 (High),2069,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,246,2,Seldom,low,F,4,4 - 7 (Medium),3617,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,233,2,Seldom,medium,F,47,> 7 (High),3606,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,251,4,Often,medium,F,33,> 7 (High),2906,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,165,3,Seldom,medium,M,61,> 7 (High),1313,0 - 1332 (Small),1
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,183,2,Seldom,low,F,32,> 7 (High),3709,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,109,3,Seldom,low,F,30,> 7 (High),1597,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,209,4,Often,medium,F,7,4 - 7 (Medium),2675,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,168,3,Seldom,low,F,50,> 7 (High),1486,1333 - 4149 (Medium),1
A,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,210,2,Seldom,low,M,19,> 7 (High),3920,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,185,2,Seldom,low,F,41,> 7 (High),3787,1333 - 4149 (Medium),1
C,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,243,2,Seldom,medium,M,58,> 7 (High),2758,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),4,satisfied,258,3,Seldom,low,F,55,> 7 (High),2777,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),4,satisfied,279,5,Often,medium,F,56,> 7 (High),2697,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,160,3,Seldom,low,M,57,> 7 (High),1833,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,185,4,Often,low,F,35,> 7 (High),3648,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,271,4,Often,low,F,24,> 7 (High),3499,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,273,2,Seldom,low,F,31,> 7 (High),2229,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),4,satisfied,208,3,Seldom,medium,F,23,> 7 (High),2100,1333 - 4149 (Medium),1
D,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,137,3,Seldom,low,F,20,> 7 (High),1823,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,198,3,Seldom,medium,F,56,> 7 (High),3135,1333 - 4149 (Medium),1
A,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,236,4,Often,high,F,64,> 7 (High),3231,1333 - 4149 (Medium),1
B,Ship,5,> 4 (Tinggi),5,satisfied,133,2,Seldom,low,F,18,> 7 (High),1134,0 - 1332 (Small),1
C,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,191,3,Seldom,medium,F,12,> 7 (High),3676,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,202,3,Seldom,low,F,51,> 7 (High),3551,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,162,5,Often,low,F,47,> 7 (High),1727,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,224,2,Seldom,low,F,14,> 7 (High),2959,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,191,2,Seldom,high,M,65,> 7 (High),3082,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),5,satisfied,272,2,Seldom,medium,M,31,> 7 (High),2438,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,269,3,Seldom,low,F,7,4 - 7 (Medium),2538,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,179,3,Seldom,high,F,30,> 7 (High),1076,0 - 1332 (Small),1
D,Ship,3,2 - 4 (Rendah),5,satisfied,225,2,Seldom,low,F,56,> 7 (High),2596,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,132,2,Seldom,medium,M,6,4 - 7 (Medium),1185,0 - 1332 (Small),1
A,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,244,3,Seldom,low,F,52,> 7 (High),3118,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),4,satisfied,185,2,Seldom,low,F,62,> 7 (High),2849,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,257,3,Seldom,low,M,64,> 7 (High),3103,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,253,5,Often,low,F,63,> 7 (High),3788,1333 - 4149 (Medium),1
D,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,174,3,Seldom,low,F,5,4 - 7 (Medium),1502,1333 - 4149 (Medium),1
F,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,200,3,Seldom,medium,M,34,> 7 (High),2199,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,150,3,Seldom,medium,F,8,> 7 (High),1745,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,137,3,Seldom,medium,F,9,> 7 (High),1347,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,181,3,Seldom,medium,M,29,> 7 (High),2981,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,246,2,Seldom,medium,M,13,> 7 (High),2652,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,237,5,Often,low,M,48,> 7 (High),2057,1333 - 4149 (Medium),1
F,Road,3,2 - 4 (Rendah),5,satisfied,226,3,Seldom,medium,M,55,> 7 (High),2465,1333 - 4149 (Medium),1
A,Road,4,2 - 4 (Rendah),4,satisfied,225,3,Seldom,low,M,51,> 7 (High),2892,1333 - 4149 (Medium),1
B,Road,3,2 - 4 (Rendah),2,neutral or dissatisfied,268,2,Seldom,low,M,20,> 7 (High),2731,1333 - 4149 (Medium),1
C,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,146,3,Seldom,low,M,41,> 7 (High),1140,0 - 1332 (Small),1
F,Road,4,2 - 4 (Rendah),5,satisfied,159,3,Seldom,low,M,2,0 - 3 (Low),1048,0 - 1332 (Small),1
D,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,135,3,Seldom,low,F,38,> 7 (High),1829,1333 - 4149 (Medium),1
F,Road,3,2 - 4 (Rendah),2,neutral or dissatisfied,134,2,Seldom,medium,F,45,> 7 (High),1946,1333 - 4149 (Medium),1
A,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,210,3,Seldom,low,M,3,0 - 3 (Low),2742,1333 - 4149 (Medium),1
B,Road,4,2 - 4 (Rendah),4,satisfied,238,3,Seldom,low,F,13,> 7 (High),2042,1333 - 4149 (Medium),1
C,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,214,4,Often,low,M,34,> 7 (High),3446,1333 - 4149 (Medium),1
F,Road,4,2 - 4 (Rendah),2,neutral or dissatisfied,204,4,Often,low,F,35,> 7 (High),2725,1333 - 4149 (Medium),1
D,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,227,3,Seldom,low,M,5,4 - 7 (Medium),3100,1333 - 4149 (Medium),1
F,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,253,3,Seldom,high,F,18,> 7 (High),2849,1333 - 4149 (Medium),1
A,Road,2,2 - 4 (Rendah),3,neutral or dissatisfied,126,4,Often,high,F,3,0 - 3 (Low),1364,1333 - 4149 (Medium),1
B,Road,4,2 - 4 (Rendah),4,satisfied,208,2,Seldom,high,F,20,> 7 (High),2759,1333 - 4149 (Medium),1
C,Road,4,2 - 4 (Rendah),4,satisfied,179,3,Seldom,low,M,48,> 7 (High),1943,1333 - 4149 (Medium),1
F,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,132,2,Seldom,medium,M,62,> 7 (High),1909,1333 - 4149 (Medium),1
D,Road,3,2 - 4 (Rendah),4,satisfied,144,3,Seldom,low,M,56,> 7 (High),1496,1333 - 4149 (Medium),1
F,Road,3,2 - 4 (Rendah),3,neutral or dissatisfied,236,2,Seldom,medium,F,58,> 7 (High),3360,1333 - 4149 (Medium),1
A,Road,4,2 - 4 (Rendah),4,satisfied,235,3,Seldom,low,F,17,> 7 (High),3715,1333 - 4149 (Medium),1
B,Road,4,2 - 4 (Rendah),5,satisfied,254,3,Seldom,low,M,29,> 7 (High),3885,1333 - 4149 (Medium),1
C,Road,3,2 - 4 (Rendah),2,neutral or dissatisfied,144,5,Often,medium,M,43,> 7 (High),1027,0 - 1332 (Small),1
F,Flight,5,> 4 (Tinggi),1,neutral or dissatisfied,272,3,Seldom,medium,M,27,> 7 (High),2415,1333 - 4149 (Medium),1
D,Flight,3,2 - 4 (Rendah),3,neutral or dissatisfied,191,4,Often,medium,F,17,> 7 (High),3675,1333 - 4149 (Medium),1
F,Flight,5,> 4 (Tinggi),3,neutral or dissatisfied,177,4,Often,medium,M,60,> 7 (High),1159,0 - 1332 (Small),1
A,Flight,5,> 4 (Tinggi),4,satisfied,226,3,Seldom,low,F,46,> 7 (High),3149,1333 - 4149 (Medium),1
B,Flight,3,2 - 4 (Rendah),4,satisfied,132,2,Seldom,medium,M,12,> 7 (High),1493,1333 - 4149 (Medium),1
C,Flight,3,2 - 4 (Rendah),1,neutral or dissatisfied,121,5,Often,low,F,60,> 7 (High),1577,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,171,3,Seldom,low,F,40,> 7 (High),1021,0 - 1332 (Small),1
D,Flight,3,2 - 4 (Rendah),3,neutral or dissatisfied,178,3,Seldom,high,M,12,> 7 (High),1900,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,132,4,Often,medium,M,10,> 7 (High),1767,1333 - 4149 (Medium),1
A,Flight,6,> 4 (Tinggi),4,satisfied,249,5,Often,medium,M,43,> 7 (High),3078,1333 - 4149 (Medium),1
B,Flight,2,2 - 4 (Rendah),4,satisfied,159,3,Seldom,medium,M,47,> 7 (High),1547,1333 - 4149 (Medium),1
C,Flight,5,> 4 (Tinggi),2,neutral or dissatisfied,171,3,Seldom,high,M,34,> 7 (High),1029,0 - 1332 (Small),1
F,Flight,3,2 - 4 (Rendah),3,neutral or dissatisfied,150,3,Seldom,low,M,6,4 - 7 (Medium),1775,1333 - 4149 (Medium),1
D,Flight,4,2 - 4 (Rendah),4,satisfied,178,3,Seldom,low,F,1,0 - 3 (Low),1165,0 - 1332 (Small),1
F,Flight,3,2 - 4 (Rendah),3,neutral or dissatisfied,192,7,Often,high,F,25,> 7 (High),2152,1333 - 4149 (Medium),1
A,Flight,3,2 - 4 (Rendah),5,satisfied,214,8,Often,high,M,50,> 7 (High),3628,1333 - 4149 (Medium),1
B,Flight,5,> 4 (Tinggi),3,neutral or dissatisfied,225,7,Often,medium,F,45,> 7 (High),3162,1333 - 4149 (Medium),1
C,Flight,5,> 4 (Tinggi),4,satisfied,167,7,Often,medium,F,23,> 7 (High),1691,1333 - 4149 (Medium),1
F,Flight,3,2 - 4 (Rendah),5,satisfied,245,4,Often,medium,M,4,4 - 7 (Medium),2769,1333 - 4149 (Medium),1
D,Flight,4,2 - 4 (Rendah),5,satisfied,138,7,Often,medium,M,60,> 7 (High),1366,1333 - 4149 (Medium),1
F,Flight,4,2 - 4 (Rendah),4,satisfied,173,3,Seldom,medium,F,64,> 7 (High),1847,1333 - 4149 (Medium),1
A,Flight,3,2 - 4 (Rendah),5,satisfied,98,3,Seldom,medium,F,48,> 7 (High),1635,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,231,2,Seldom,low,M,44,> 7 (High),3688,1333 - 4149 (Medium),1
C,Ship,5,> 4 (Tinggi),5,satisfied,149,7,Often,medium,F,50,> 7 (High),1346,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,206,3,Seldom,medium,M,28,> 7 (High),2892,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,264,10,Often,medium,F,34,> 7 (High),3441,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,193,2,Seldom,medium,F,23,> 7 (High),2728,1333 - 4149 (Medium),1
A,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,263,2,Seldom,medium,F,4,4 - 7 (Medium),1092,0 - 1332 (Small),1
B,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,191,4,Often,medium,F,16,> 7 (High),2277,1333 - 4149 (Medium),1
C,Ship,5,> 4 (Tinggi),4,satisfied,177,4,Often,medium,M,48,> 7 (High),1920,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),5,satisfied,226,3,Seldom,low,M,50,> 7 (High),2348,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,132,2,Seldom,medium,F,16,> 7 (High),1731,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,121,5,Often,low,M,62,> 7 (High),1505,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,171,3,Seldom,low,M,34,> 7 (High),1352,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,178,3,Seldom,high,M,43,> 7 (High),1517,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),4,satisfied,132,4,Often,medium,F,44,> 7 (High),1692,1333 - 4149 (Medium),1
F,Ship,6,> 4 (Tinggi),5,satisfied,249,5,Often,medium,M,26,> 7 (High),3897,1333 - 4149 (Medium),1
D,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,159,3,Seldom,medium,F,39,> 7 (High),1477,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),5,satisfied,171,3,Seldom,high,M,14,> 7 (High),1554,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,150,3,Seldom,low,F,43,> 7 (High),1831,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,178,3,Seldom,low,M,19,> 7 (High),1906,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,192,7,Often,high,F,36,> 7 (High),3634,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),4,satisfied,214,8,Often,high,F,6,4 - 7 (Medium),2924,1333 - 4149 (Medium),1
D,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,225,7,Often,medium,F,17,> 7 (High),3516,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),4,satisfied,167,7,Often,medium,F,43,> 7 (High),1619,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,245,4,Often,medium,M,60,> 7 (High),2178,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),4,satisfied,138,7,Often,medium,M,65,> 7 (High),1530,1333 - 4149 (Medium),1
C,Ship,4,2 - 4 (Rendah),4,satisfied,173,3,Seldom,medium,F,61,> 7 (High),1609,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,98,3,Seldom,medium,F,60,> 7 (High),1057,0 - 1332 (Small),1
D,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,231,2,Seldom,low,M,24,> 7 (High),3811,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,149,7,Often,medium,F,51,> 7 (High),1425,1333 - 4149 (Medium),1
A,Ship,3,2 - 4 (Rendah),5,satisfied,206,3,Seldom,medium,M,21,> 7 (High),3746,1333 - 4149 (Medium),1
B,Ship,5,> 4 (Tinggi),4,satisfied,264,10,Often,medium,F,34,> 7 (High),2960,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),5,satisfied,193,2,Seldom,medium,F,12,> 7 (High),3730,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,263,2,Seldom,medium,F,51,> 7 (High),1657,1333 - 4149 (Medium),1
D,Ship,2,2 - 4 (Rendah),5,satisfied,282,5,Often,low,M,63,> 7 (High),1173,0 - 1332 (Small),1
F,Ship,5,> 4 (Tinggi),4,satisfied,193,3,Seldom,low,M,55,> 7 (High),2758,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),4,satisfied,171,3,Seldom,medium,F,11,> 7 (High),1594,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),5,satisfied,212,3,Seldom,low,F,19,> 7 (High),2703,1333 - 4149 (Medium),1
C,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,159,2,Seldom,low,F,44,> 7 (High),1213,0 - 1332 (Small),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,102,4,Often,medium,M,57,> 7 (High),1220,0 - 1332 (Small),1
D,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,145,2,Seldom,medium,F,29,> 7 (High),1690,1333 - 4149 (Medium),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,225,2,Seldom,high,F,43,> 7 (High),2585,1333 - 4149 (Medium),1
A,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,174,3,Seldom,medium,F,12,> 7 (High),1358,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,223,4,Often,low,F,25,> 7 (High),3148,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),5,satisfied,185,2,Seldom,low,F,36,> 7 (High),3501,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,245,3,Seldom,medium,M,6,4 - 7 (Medium),2717,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,99,3,Seldom,high,M,63,> 7 (High),1223,0 - 1332 (Small),1
F,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,141,4,Often,low,F,35,> 7 (High),1417,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,222,2,Seldom,medium,F,16,> 7 (High),2518,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,192,3,Seldom,medium,F,64,> 7 (High),3233,1333 - 4149 (Medium),1
C,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,187,4,Often,medium,M,42,> 7 (High),3621,1333 - 4149 (Medium),1
